job_id,job_title,category,industry,company,company_size,location,work_mode,experience_level,required_experience_years,salary_range,skills,job_description,posted_date
758,Fleet Manager,Operations & Supply Chain,Manufacturing,FabriTech,Startup,Gurugram,Remote,Senior,12,"₹107,200/mo - ₹369,400/mo","lean, kpi tracking, vendor management, sap, power bi, supply chain analytics, python, sustainability ops, excel, ownership, time management, attention to detail","As a Senior Fleet Manager in the Manufacturing domain at FabriTech, you will drive measurable impact. Identify process improvement opportunities. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-25
759,Lab Technician,Healthcare,Education,KnowledgeHub,SME,Pune,On-site,Fresher,1,"₹13,800/mo - ₹34,100/mo","healthcare analytics, digital health, data entry, lab management, epic, medical terminology, clinical documentation, regulatory compliance, ehr, empathy, communication, problem solving, attention to detail, teamwork, time management","As a Fresher Lab Technician in the Education domain at KnowledgeHub, you will build scalable solutions. Analyse health data to support operational decisions. Coordinate with clinical teams to support patient care. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-11
760,Software Engineer,Software Engineering,Consulting,PrimePath,SME,Bengaluru,Remote,Mid,5,"₹60,600/mo - ₹193,200/mo","python, rust, jenkins, graphql, golang, redis, react, kubernetes, kafka, github actions, azure, django, communication, attention to detail, mentorship, teamwork, critical thinking","As a Mid Software Engineer in the Consulting domain at PrimePath, you will drive measurable impact. Optimize application performance and scalability. Write clean, testable code and participate in code reviews. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-11
761,Risk Analyst,Finance & Accounting,FMCG,QuickFMCG,MNC,Chennai,On-site,Junior,1,"₹23,400/mo - ₹68,600/mo","sap, variance analysis, blockchain basics, bloomberg terminal, bookkeeping, ind as, excel, sql, attention to detail, problem solving, communication, stakeholder management, ownership, critical thinking","As a Junior Risk Analyst in the FMCG domain at QuickFMCG, you will deliver high-quality outcomes. Support budgeting, forecasting and financial planning. Prepare financial reports and variance analysis. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-12
762,Tax Analyst,Finance & Accounting,FMCG,DailyBrands,SME,Delhi NCR,Remote,Mid,6,"₹53,900/mo - ₹165,700/mo","bookkeeping, p&l management, power bi, ifrs, bloomberg terminal, ind as, budgeting, ownership, communication, attention to detail","As a Mid Tax Analyst in the FMCG domain at DailyBrands, you will contribute to a high-performing team. Support budgeting, forecasting and financial planning. Ensure compliance with accounting standards and regulations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-08
763,Accountant,Finance & Accounting,BFSI,MoneyPro,Startup,Ahmedabad,Remote,Mid,4,"₹50,800/mo - ₹161,800/mo","tally, budgeting, risk management, bookkeeping, cash flow, bloomberg terminal, excel, compliance, python automation, problem solving, communication, critical thinking, ownership","As a Mid Accountant in the BFSI domain at MoneyPro, you will build scalable solutions. Prepare financial reports and variance analysis. Ensure compliance with accounting standards and regulations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-02
764,Payroll Specialist,Human Resources,Technology,TechNova,SME,Noida,On-site,Intern,0,"₹7,200/mo - ₹17,100/mo","dei frameworks, performance management, excel, ai hiring tools, employee relations, linkedin recruiter, sap successfactors, interviewing, compliance, labour law, empathy, problem solving, time management, attention to detail, communication","As a Intern Payroll Specialist in the Technology domain at TechNova, you will build scalable solutions. Coordinate training and development programmes. Maintain HR data, reports and compliance documentation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-21
765,Medical Billing Specialist,Healthcare,Education,MindBridge,MNC,Bengaluru,Remote,Junior,1,"₹23,500/mo - ₹66,100/mo","clinical documentation, telemedicine, clinical trials, ehr, medical terminology, ai diagnostics, patient coordination, regulatory compliance, data entry, communication, empathy, problem solving","As a Junior Medical Billing Specialist in the Education domain at MindBridge, you will drive measurable impact. Maintain accurate clinical documentation and patient records. Ensure compliance with healthcare regulations and standards. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-17
766,Thermal Engineer,Mechanical & Manufacturing,Consulting,StratEdge,SME,Surat,Remote,Fresher,1,"₹13,600/mo - ₹35,200/mo","six sigma, plc programming, autocad, cobots, generative design, gd&t, python, ownership, teamwork, problem solving","As a Fresher Thermal Engineer in the Consulting domain at StratEdge, you will collaborate with cross-functional teams. Support manufacturing process optimisation. Conduct root cause analysis for production issues. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-15
767,Cloud Engineer,Software Engineering,Telecom,TowerBridge,SME,Kolkata,Hybrid,Junior,2,"₹30,000/mo - ₹83,600/mo","git, kafka, rust, node.js, flask, graphql, nginx, fastapi, aws, redis, react, gcp, ownership, communication, attention to detail, problem solving","As a Junior Cloud Engineer in the Telecom domain at TowerBridge, you will deliver high-quality outcomes. Optimize application performance and scalability. Build and maintain reliable APIs and services. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-31
768,Maintenance Engineer,Mechanical & Manufacturing,Automobile,MotorPro,MNC,Pune,On-site,Junior,3,"₹23,800/mo - ₹66,700/mo","autocad, catia, gd&t, additive manufacturing, project management, digital twin, matlab, fmea, lean manufacturing, cnc, generative design, cobots, ownership, communication, attention to detail, time management","As a Junior Maintenance Engineer in the Automobile domain at MotorPro, you will collaborate with cross-functional teams. Ensure quality standards are met across production lines. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-16
769,Digital Marketing Specialist,Marketing & Sales,FMCG,FreshGoods,Startup,Mumbai,Remote,Fresher,0,"₹14,300/mo - ₹36,800/mo","influencer marketing, lead generation, canva, hubspot, salesforce, meta ads, data analytics, seo, content marketing, marketing automation, email marketing, customer focus, presentation, communication","As a Fresher Digital Marketing Specialist in the FMCG domain at FreshGoods, you will collaborate with cross-functional teams. Plan and execute digital marketing campaigns. Generate and nurture leads through multiple channels. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-19
